concept_id|concept_name|concept_code
45616451|Atrial Flutter|D001282
45616452|Attention Deficit Disorder with Hyperactivity|D001289
45616453|Auranofin|D001310
45616454|Sarcoma, Avian|D001357
45616455|Azacitidine|D001374
45616456|Behavior Therapy|D001521
45616457|Benzbromarone|D001553
45616458|Betamethasone|D001623
45616459|Bile Salts|D001647
45616460|Biliary Fistula|D001658
45616461|Biliary Tract Neoplasms|D001661
45616462|Biliary Tract Surgical Procedures|D001662
45616463|Biofeedback, Psychology|D001676
45617893|Hemiplegia|D006429
45617894|Hemolytic-Uremic Syndrome|D006463
45617895|Hemorrhagic Fever, Argentinian|D006478
45617896|Hemorrhagic Fever, Omsk|D006481
45617897|Hemothorax|D006491
45617898|Hepatic Encephalopathy|D006501
45617899|Hepatitis B Surface Antigens|D006514
45617900|Hepatomegaly|D006529
45617901|Heptaminol|D006535
45617902|Herpes Zoster|D006562
45617903|Herpes Zoster Ophthalmicus|D006563
45617904|Hiccup|D006606
45617905|Hirsutism|D006628
45617906|Histrionic Personality Disorder|D006677
45617907|HIV Seropositivity|D006679
45617908|Hodgkin Disease|D006689
45617909|Hordeolum|D006726
45617910|Hospitalization|D006760
45617911|Huntington Disease|D006816
45617912|Hybrid Vigor|D006823
45617913|Hydrarthrosis|D006833
45617914|Hydroflumethiazide|D006857
45617915|Hydrothorax|D006876
45617916|Hydroxyzine|D006919
45617917|Hymecromone|D006923
45617918|Rotor Syndrome|D006933
45617919|Hypercalcemia|D006934
45617920|Hypercapnia|D006935
45617921|Hypercementosis|D006936
45617922|Hyperemesis Gravidarum|D006939
45617923|Hyperlipoproteinemia Type IV|D006953
45617924|Hyperlipoproteinemia Type V|D006954
45617925|Hypernatremia|D006955
45617926|Hyperphagia|D006963
45617927|Hypnosis|D006990
45617928|Hypogonadism|D007006
45617929|Hypophysectomy|D007016
45617930|Hypotension|D007022
45617931|Idoxuridine|D007065
45617932|Immunoglobulin E|D007073
45617933|Immunologic Deficiency Syndromes|D007153
45617934|Immunoproliferative Small Intestinal Disease|D007161
45617935|Immunotherapy|D007167
45617936|Implosive Therapy|D007171
45617937|Infertility|D007246
45617938|Infusions, Intra-Arterial|D007261
45617939|Injections, Intra-Articular|D007270
45617940|Injections, Intraperitoneal|D007274
45617941|Insect Bites|D007299
45617942|Insulin Coma|D007331
45617943|Intelligence Tests|D007361
45617944|Intraoperative Care|D007430
45617945|Iodophors|D007466
45617946|Isoetharine|D007528
45617947|Isosorbide Dinitrate|D007548
45617948|Creutzfeldt-Jakob Syndrome|D007562
45617949|Jaundice|D007565
45617950|Jaw Fractures|D007572
45617951|Karaya Gum|D007618
45617952|Karyotyping|D007621
45617953|Keloid|D007627
45617954|Keratoderma, Palmoplantar|D007645
45617955|Khellin|D007666
45617956|Kidney Cortex Necrosis|D007673
45617957|Kidney Papillary Necrosis|D007681
45617958|Apex Cardiography|D007702
45617959|Klippel-Feil Syndrome|D007714
45617960|Labor Stage, Second|D007748
45617961|Lactulose|D007792
45617962|Language Therapy|D007808
45617963|Lead|D007854
45617964|Leg Ulcer|D007871
45617965|Leishmaniasis|D007896
45617966|Leprosy|D007918
45617967|Leucine|D007930
45617968|Leukemia, Megakaryoblastic, Acute|D007947
45617969|Leukemia, Myeloid|D007951
45617970|Leukocyte Count|D007958
45617971|Leukopenia|D007970
45617972|Lip Neoplasms|D008048
45617973|Lipase|D008049
45617974|Whipple Disease|D008061
45617975|Lod Score|D008126
45617976|Lofepramine|D008127
45617977|Lung Volume Measurements|D008176
45617978|Lupus Erythematosus, Systemic|D008180
45617979|Mafenide|D008272
45617980|Mallory-Weiss Syndrome|D008309
45617981|Mannose|D008358
45617982|Marital Therapy|D008388
45617983|Screening|D008403
45617984|Mastectomy|D008408
45617985|Maternal Deprivation|D008426
45617986|Mazindol|D008454
45617987|Meconium Aspiration Syndrome|D008471
45617988|Mediastinal Diseases|D008477
45619421|Imipenem|D015378
45619422|Interferon Alfa-2a|D015380
45619423|Gastroplasty|D015391
45619424|Mastectomy, Modified Radical|D015411
45619425|Scleral Diseases|D015422
45619426|Glomerulonephritis, Membranous|D015433
45619427|Panniculitis|D015434
45619428|Leprosy, Lepromatous|D015440
45619429|Leukemia, Myeloid, Chronic-Phase|D015466
45619430|Leukemia, Promyelocytic, Acute|D015473
45619431|Leukemia, Myelomonocytic, Chronic|D015477
45619432|Leukemia, Myelomonocytic, Acute|D015479
45619433|Rett Syndrome|D015518
45619434|Geriatric Assessment|D015577
45619435|Miocamycin|D015644
45619436|4-Aminopyridine|D015761
45619437|Keratoderma, Palmoplantar, Diffuse|D015776
45619438|Cefonicid|D015790
45619439|Gyrate Atrophy|D015799
45619440|Iris Neoplasms|D015811
45619441|Percutaneous Transluminal Coronary Angioplasty|D015906
45619442|Kidney Transplantation|D016030
45619443|Pancreas Transplantation|D016035
45619444|Urinary Retention|D016055
45619445|Simian Acquired Immunodeficiency Syndrome|D016097
45619446|Epidermolysis Bullosa Dystrophica|D016108
45619447|Feline Acquired Immunodeficiency Syndrome|D016181
45619448|AIDS-Associated Nephropathy|D016263
45619449|Alveolar Bone Loss|D016301
45619450|Lymphoma, T-Cell|D016399
45619451|Lymphoma, Large B-Cell, Diffuse|D016403
45619452|Lymphoma, T-Cell, Peripheral|D016411
45619453|Granuloma Annulare|D016460
45619454|Sweet Syndrome|D016463
45619455|Lysosomal Storage Diseases|D016464
45619456|Peripheral Vascular Diseases|D016491
45619457|Pemphigus, Benign Familial|D016506
45619458|Mucopolysaccharidosis VII|D016538
45619459|Pancreaticoduodenectomy|D016577
45619460|Leukemia, Feline|D016582
45619461|Lithium Carbonate|D016651
45619462|Mitomycin|D016685
45619463|Yin Deficiency|D016710
45619464|Mupirocin|D016712
45619465|Blastocystis Infections|D016776
45619466|Toxoplasmosis, Cerebral|D016781
45619467|Tuberculoma, Intracranial|D016862
45619468|Endarterectomy, Carotid|D016894
45619469|Drug Monitoring|D016903
45619470|Gram-Negative Bacterial Infections|D016905
45619471|Infection Control|D017053
45619472|Common Variable Immunodeficiency|D017074
45619473|Laser Coagulation|D017075
45619474|Colitis, Ischemic|D017091
45619475|Low Back Pain|D017116
45619476|Tachycardia, Ventricular|D017180
45619477|Gastric Outlet Obstruction|D017219
45619478|Suicide, Assisted|D017236
45619479|Paclitaxel|D017239
45619480|Mitochondrial Myopathies|D017240
45619481|Neutron Capture Therapy|D017247
45619482|Acitretin|D017255
45619483|Procaterol|D017265
45619484|Isradipine|D017275
45619485|Ondansetron|D017294
45619486|Teicoplanin|D017334
45619487|Kallmann Syndrome|D017436
45619488|Skin Diseases, Papulosquamous|D017444
45619489|Dermatitis, Phototoxic|D017484
45619490|Hidradenitis Suppurativa|D017497
45619491|Lichenoid Eruptions|D017512
45619492|Focal Epithelial Hyperplasia|D017573
45619493|Cutaneous Fistula|D017577
45619494|Domestic Violence|D017579
45619495|Hemodiafiltration|D017583
45619496|Diskectomy|D017586
45619497|Neuroectodermal Tumors|D017599
45619498|Hypophosphatemia|D017674
45619499|Soft Tissue Injuries|D017695
45619500|Lymphoma, Large-Cell, Anaplastic|D017728
45619501|Nadroparin|D017762
45619502|Canavan Disease|D017825
45619503|Octoxynol|D017830
45619504|Ossification of Posterior Longitudinal Ligament|D017887
45619505|Rho(D) Immune Globulin|D018029
45619506|Adenosarcoma|D018195
45619507|Herpesvirus 2, Human|D018258
45619508|Mesothelioma, Cystic|D018261
45619509|Carcinoma, Lobular|D018275
45619510|Klatskin's Tumor|D018285
45610381|Bacteriophage Typing|D001434
45610382|Bacteriuria|D001437
45610383|Bacteroides Infections|D001442
45610384|Balantidiasis|D001447
45610385|Barbital|D001462
45610386|Barotrauma|D001469
45610387|Basal Cell Nevus Syndrome|D001478
45610388|Basal Ganglia Diseases|D001480
45610389|Battered Child Syndrome|D001497
45610390|Bentonite|D001546
45610391|Benzalkonium|D001548
45610392|Benztropine|D001590
45610393|Benzydamine|D001591
45610394|Betaine|D001622
45610395|Biliary Tract Diseases|D001660
45610396|Birth Weight|D001724
45610397|Bladder Exstrophy|D001746
45610398|Urinary Bladder Neoplasms|D001749
45610399|Blepharospasm|D001764
45610400|Blister|D001768
45610401|Bloodletting|D001815
45610402|Bone Cysts|D001845
45610403|Bordetella pertussis|D001886
45610404|Brain Edema|D001929
45610415|Carcinoma, Non-Small-Cell Lung|D002289
45610416|Cardiac Output, Low|D002303
45610417|Cardiac Tamponade|D002305
45610418|Causalgia|D002422
45610419|Cefadroxil|D002434
45610420|Cefatrizine|D002436
45610421|Cell Count|D002452
45610422|Cellulase|D002480
45610423|Cephalothin|D002512
45610424|Cephradine|D002515
45610425|Ceramides|D002518
45610426|Cerebellar Neoplasms|D002528
45610427|Cerebral Angiography|D002533
45610428|Diffuse Cerebral Sclerosis of Schilder|D002549
45610429|Cerebrospinal Fluid Otorrhea|D002558
45610430|Uterine Cervical Dysplasia|D002578
45610431|Uterine Cervical Erosion|D002579
45610432|Cesarean Section|D002585
45610433|Charcot-Marie-Tooth Disease|D002607
45610434|Chlordiazepoxide|D002707
45610435|Chloroguanide|D002727
45610436|Chlorophyll|D002734
45610437|Chlorotrianisene|D002741
45610438|Adenoma, Bile Duct|D002759
45610439|Cholangitis|D002761
45610440|Cholecystography|D002765
45610441|Cholecystostomy|D002767
45610442|Cholestasis|D002779
45610443|Chromatography, Liquid|D002853
45610444|Cinnarizine|D002936
45610445|Cinoxacin|D002937
45610446|Cleidocranial Dysplasia|D002973
45610447|Clenbuterol|D002976
45610448|Zuclopenthixol|D003006
45610449|Coal Tar|D003033
45610450|Coccidioidin|D003046
45610451|Coccidioidomycosis|D003047
45610452|Coin Lesion, Pulmonary|D003074
45610453|Colonic Polyps|D003111
45610454|Common Bile Duct Neoplasms|D003138
45610455|Compulsive Behavior|D003192
45610456|Conditioning, Operant|D003216
45610457|Conjunctival Diseases|D003229
45610458|Conjunctival Neoplasms|D003230
45610459|Contraception|D003267
45610460|Vaginal Diaphragm|D003274
45610461|Contracture|D003286
45610462|Coombs Test|D003298
45610463|Coronary Artery Disease|D003324
45610464|Coronary Vasospasm|D003329
45610465|Coronaviridae Infections|D003333
45610466|Cortisone|D003348
45610467|Cosmids|D003360
45610468|Cosyntropin|D003366
45610469|Countertransference (Psychology)|D003379
45610470|Craniofacial Dysostosis|D003394
45610471|Craniotomy|D003399
45610472|Congenital Hypothyroidism|D003409
45610473|Cryoglobulinemia|D003449
45610474|Cyanosis|D003490
45610475|Cyclofenil|D003506
45610476|Carcinoma, Adenoid Cystic|D003528
45610477|Cystic Fibrosis|D003550
45610478|Danazol|D003613
45610479|Decerebrate State|D003655
45611908|Mucormycosis|D009091
45611909|Muscle Hypertonia|D009122
45611910|Myelodysplastic Syndromes|D009190
45611911|Myoglobinuria|D009212
45611912|Ipratropium|D009241
45611913|Nail-Patella Syndrome|D009261
45611914|Pachyonychia|D009264
45611915|Nandrolone|D009277
45611916|Nasal Polyps|D009298
45611917|Neisseria meningitidis|D009345
45611918|Nelson Syndrome|D009347
45611919|Neoplasms, Epithelial|D009375
45611920|Neostigmine|D009388
45611921|Neuromyelitis Optica|D009471
45611922|Niacinamide|D009536
45611923|Nitrofurazone|D009583
45611924|Nondirective Therapy|D009629
45611925|Nondisjunction, Genetic|D009630
45611932|Oculocerebrorenal Syndrome|D009800
45611933|Oligodendroglioma, Well-Differentiated|D009837
45611934|Oligomenorrhea|D009839
45611935|Opisthorchiasis|D009889
45611936|Optic Nerve Diseases|D009901
45611937|Organ Procurement|D009927
45611938|Orotic Acid|D009963
45611939|Osteoarthropathy, Secondary Hypertrophic|D010005
45611940|Otitis|D010031
45611941|Otitis Externa|D010032
45611942|Otitis Media with Effusion|D010034
45611943|Oxymetazoline|D010109
45611944|Oxyphenonium|D010115
45611945|Oxyuriasis|D010123
45611946|Pacemaker, Artificial|D010138
45611947|Palatal Neoplasms|D010157
45611948|Exocrine Pancreatic Insufficiency|D010188
45611949|Pancreatic Neoplasms|D010190
45611950|Pancreatitis|D010195
45611951|Parametritis|D010249
45611952|Paranoid Disorders|D010259
45611953|Paranoid Personality Disorder|D010260
45611954|Parapsoriasis|D010267
45611955|Patient Discharge|D010351
45611956|Pellagra|D010383
45611957|Pelvic Neoplasms|D010386
45611958|Pericarditis, Tuberculous|D010495
45611959|Peritoneal Dialysis|D010530
45611960|Phantom Limb|D010591
45611961|Pheniramine|D010632
45611962|Pheochromocytoma|D010673
45611963|Phosphatidylethanolamines|D010714
45611964|Phosphatidylserines|D010718
45611965|Phospholipids|D010743
45611966|Phosphorus Metabolism Disorders|D010760
45611967|Photomicrography|D010784
45611968|Pindolol|D010869
45611969|Piperacillin|D010878
45611970|Pityriasis|D010915
45611971|Pizotyline|D010918
45611972|Placenta Diseases|D010922
45611973|Platelet Function Tests|D010979
45611974|Pneumonia, Lipid|D011017
45611975|Poisoning|D011041
45611976|Polychondritis, Relapsing|D011081
45611977|Adenomatous Polyposis Coli|D011125
45611978|Potassium Iodide|D011193
45611979|Poxviridae Infections|D011213
45611980|Prediabetic State|D011236
45611981|Prednisolone|D011239
45611982|Pregnancy in Adolescence|D011253
45611983|Pregnancy, Unwanted|D011275
45611984|Pregnenolone|D011284
45611985|Premenstrual Syndrome|D011293
45611986|Prenylamine|D011299
45611987|Preoperative Care|D011300
45611988|Proflavine|D011370
45611989|Prognosis|D011379
45611990|Promazine|D011395
45611991|Promoter Regions, Genetic|D011401
45611992|Dextropropoxyphene|D011431
45611993|Propranolol|D011433
45611994|Propylthiouracil|D011441
45611995|Prostatic Neoplasms|D011471
45611996|Proteinuria|D011507
45611997|Pseudocholinesterase|D011543
45611998|Pseudohypoparathyroidism|D011547
45611999|Psychomotor Agitation|D011595
45612000|Psychoses, Drug|D011605
45612001|Psychotherapy, Multiple|D011616
45612002|Psychotic Disorders|D011618
45612003|Pulmonary Adenomatosis, Ovine|D011648
45612004|Pulmonary Alveolar Proteinosis|D011649
45613426|Tonic Pupil|D015845
45613427|Lung Transplantation|D016040
45613428|Zalcitabine|D016047
45613429|Pleural Effusion, Malignant|D016066
45613430|Accelerated Idioventricular Rhythm|D016170
45613431|Methacholine|D016210
45613432|Brain Tissue Transplantation|D016380
45613433|Tooth Loss|D016388
45613434|Fungemia|D016469
45613435|Motor Neuron Disease|D016472
45613436|Foot Ulcer|D016523
45613437|Enzootic Bovine Leukosis|D016583
45613438|Bupropion|D016642
45613439|Orbital Pseudotumor|D016727
45613440|Program Development|D016730
45613441|Munchausen Syndrome by Proxy|D016735
45613442|Preconception Care|D016742
45613443|Venous Cutdown|D016748
45613444|Malaria, Falciparum|D016778
45613445|Keratitis, Herpetic|D016849
45613446|Cardiopulmonary Resuscitation|D016887
45613447|Pravastatin|D017035
45613448|beta-Thalassemia|D017086
45613449|Porphyrias, Hepatic|D017094
45613450|Prion Diseases|D017096
45613451|IgA Deficiency|D017098
45613452|Liver Failure, Acute|D017114
45613453|Photoplethysmography|D017156
45613454|Angelman Syndrome|D017204
45613455|Atherectomy, Coronary|D017225
45613456|Foscarnet|D017245
45613457|Doxazosin|D017292
45613458|Amlodipine|D017311
45613459|Enoximone|D017335
45613460|Sermorelin|D017337
45613461|Sufentanil|D017409
45613462|Dermatitis, Photoallergic|D017454
45613463|Hyperkeratosis, Epidermolytic|D017488
45613464|Pyoderma Gangrenosum|D017511
45613465|Pityriasis Rosea|D017515
45613466|Diskectomy, Percutaneous|D017587
45613467|Neuroectodermal Tumor, Melanotic|D017600
45613468|Sodium Bicarbonate|D017693
45613469|Leukocyte Transfusion|D017708
45613470|Tuberculosis, Multidrug-Resistant|D018088
45613471|Birnaviridae Infections|D018175
45613472|Angiolipoma|D018206
45613473|Liposarcoma, Myxoid|D018208
45613474|Fibromatosis, Aggressive|D018222
45613475|Sarcoma, Clear Cell|D018227
45613476|Trophoblastic Tumor, Placental Site|D018245
45613477|Syringoma|D018252
45613478|Adrenocortical Carcinoma|D018268
45613479|Carcinoma, Ductal, Breast|D018270
45613480|Carcinoma, Islet Cell|D018273
45613481|Carcinoma, Neuroendocrine|D018278
45613482|Carcinoma, Signet Ring Cell|D018279
45613483|Pilomatrixoma|D018296
45613484|Nerve Sheath Neoplasms|D018317
45613485|Hematopoietic Stem Cell Transplantation|D018380
45613486|Foot Injuries|D018409
45613487|Lichen Sclerosus et Atrophicus|D018459
45613488|Gastroparesis|D018589
45613489|Lymphocyte Count|D018655
45613490|Systemic Inflammatory Response Syndrome|D018746
45613491|Muscle Fatigue|D018763
45613492|Multiple Endocrine Neoplasia Type 2b|D018814
45613493|Landau-Kleffner Syndrome|D018887
45613494|Chemoprevention|D018890
45613495|Persian Gulf Syndrome|D018923
45613496|Phlebotomy|D018962
45613497|Myositis, Inclusion Body|D018979
45613498|Williams Syndrome|D018980
45613499|Imagery (Psychotherapy)|D019018
45613500|Rhizotomy|D019051
45613501|Cafe-au-Lait Spots|D019080
45613502|Circumcision, Female|D019093
45613503|Bedside Testing|D019095
45613504|Neuroaxonal Dystrophies|D019150
45613505|beta Carotene|D019207
45613506|Pancreatitis, Acute Necrotizing|D019283
45613507|Pseudolymphoma|D019310
45613508|Aromatherapy|D019341
45613509|MacLeod Syndrome|D019568
45613510|Hemifacial Spasm|D019569
45613511|Arrhythmogenic Right Ventricular Dysplasia|D019571
45613512|Arthroplasty, Replacement, Hip|D019644
45613513|Hepatitis B, Chronic|D019694
45613514|Riluzole|D019782
45613515|N-Methylscopolamine|D019832
45613516|Schnitzler Syndrome|D019873
45614947|decitabine|C014347
45614948|formestane|C014594
45614949|amitraz|C014983
45614950|chloramine-T|C016300
45614951|lime|C016538
45614952|tyloxapol|C016811
45614953|decamethrin|C017180
45614954|oleoresin capsicum|C018620
45614955|nilutamide|C021277
45614956|(1-6)-alpha-glucomannan|C022901
45614957|piperocaine|C023039
45614958|tizanidine|C023754
45614959|lormetazepam|C023842
45614960|monooctanoin|C025343
45614961|sitosterol, (3beta)-isomer|C025473
45614962|lofexidine|C025655
45614963|phenyl salicylate|C026041
45614964|midecamycin|C026483
45614965|didecyldimethylammonium chloride|C027118
45614966|butethal|C027712
45614967|benzonatate|C029755
45614968|Tolu balsam|C030213
45614969|varicella-zoster immune globulin|C030799
45614970|vinorelbine|C030852
