id|drug_HOI_relationship|evidence_type|modality|evidence_source_code_id|statistic value|evidence_linkout|statistic_type
2385|1308216-35104847|aers_eb05||5|0.0670000017|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2386|1310149-36818651|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2387|1310149-36818651|aers_ebgm||5|1.3799999952|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2388|1310149-36818651|aers_eb05||5|0.4420000017|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2389|1310149-35205197|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2390|1310149-35205197|aers_ebgm||5|0.3149999976|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2391|1310149-35205197|aers_eb05||5|0.0710000023|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2392|1310149-36009735|aers_report_count||5|5|https://open.fda.gov/drug/event/reference/|COUNT
2393|1310149-36009735|aers_ebgm||5|0.1410000026|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2394|1310149-36009735|aers_eb05||5|0.0670000017|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2395|1310149-36516904|aers_report_count||5|9|https://open.fda.gov/drug/event/reference/|COUNT
2396|1310149-36516904|aers_ebgm||5|0.5590000153|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2397|1310149-36516904|aers_eb05||5|0.3179999888|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2398|1310149-36919157|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2399|1310149-36919157|aers_ebgm||5|0.3619999886|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2400|1310149-36919157|aers_eb05||5|0.0820000023|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2401|1310149-37019456|aers_report_count||5|48|https://open.fda.gov/drug/event/reference/|COUNT
2402|1310149-37019456|aers_ebgm||5|0.7519999743|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2403|1310149-37019456|aers_eb05||5|0.5910000205|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2404|1308216-35707865|aers_report_count||5|24|https://open.fda.gov/drug/event/reference/|COUNT
2405|1308216-35707865|aers_ebgm||5|0.4120000005|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2406|1308216-35707865|aers_eb05||5|0.2919999957|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2407|1308216-36315061|aers_report_count||5|6|https://open.fda.gov/drug/event/reference/|COUNT
2408|1308216-36315061|aers_ebgm||5|0.4309999943|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2409|1308216-36315061|aers_eb05||5|0.2169999927|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2410|1310149-35707732|aers_report_count||5|4|https://open.fda.gov/drug/event/reference/|COUNT
2411|1310149-35707732|aers_ebgm||5|0.3359999955|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2412|1310149-35707732|aers_eb05||5|0.1459999979|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2413|1310149-36110472|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2414|1310149-36110472|aers_ebgm||5|0.7450000048|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2415|1310149-36110472|aers_eb05||5|0.1689999998|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2416|1310149-36211073|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2417|1310149-36211073|aers_ebgm||5|0.2360000014|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2418|1310149-36211073|aers_eb05||5|0.0759999976|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2419|1308216-37219921|aers_report_count||5|3|https://open.fda.gov/drug/event/reference/|COUNT
2420|1308216-37219921|aers_ebgm||5|0.2099999934|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2421|1308216-37219921|aers_eb05||5|0.0810000002|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2422|1308216-35104457|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2423|1308216-35104457|aers_ebgm||5|0.7889999747|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2424|1308216-35104457|aers_eb05||5|0.1790000051|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2425|1308216-35506624|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2426|1308216-35506624|aers_ebgm||5|0.2569999993|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2427|1308216-35506624|aers_eb05||5|0.0579999983|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2428|1308216-35909682|aers_report_count||5|4|https://open.fda.gov/drug/event/reference/|COUNT
2429|1308216-35909682|aers_ebgm||5|0.2680000067|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2430|1308216-35909682|aers_eb05||5|0.1169999987|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2431|1308216-35506488|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2432|1308216-35506488|aers_ebgm||5|0.6840000153|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2433|1308216-35506488|aers_eb05||5|0.1550000012|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2434|1308216-35607262|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2435|1308216-35607262|aers_ebgm||5|0.4210000038|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2436|1308216-35607262|aers_eb05||5|0.0949999988|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2437|1308216-35306050|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2438|1308216-35306050|aers_ebgm||5|1.1499999762|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2439|1308216-35306050|aers_eb05||5|0.3689999878|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2440|1308216-35607142|aers_report_count||5|5|https://open.fda.gov/drug/event/reference/|COUNT
2441|1308216-35607142|aers_ebgm||5|0.3959999979|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2442|1308216-35607142|aers_eb05||5|0.1870000064|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2443|1308216-35607494|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2444|1308216-35607494|aers_ebgm||5|0.7070000172|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2445|1308216-35607494|aers_eb05||5|0.2269999981|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2446|1308216-35909418|aers_report_count||5|5|https://open.fda.gov/drug/event/reference/|COUNT
2447|1308216-35909418|aers_ebgm||5|0.6399999857|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2448|1308216-35909418|aers_eb05||5|0.3019999862|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2449|1308216-35909475|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2450|1308216-35909475|aers_ebgm||5|1.0700000525|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2451|1308216-35909475|aers_eb05||5|0.2419999987|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2452|1308216-37219880|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2453|1308216-37219880|aers_ebgm||5|1.1200000048|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2454|1308216-37219880|aers_eb05||5|0.3610000014|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2455|1308216-37521159|aers_report_count||5|66|https://open.fda.gov/drug/event/reference/|COUNT
2456|1308216-37521159|aers_ebgm||5|1.9900000095|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2457|1308216-37521159|aers_eb05||5|1.6200000048|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2458|1308216-36110233|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2459|1308216-36110233|aers_ebgm||5|1.8200000525|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2460|1308216-36110233|aers_eb05||5|0.5839999914|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2461|1308216-37019292|aers_report_count||5|16|https://open.fda.gov/drug/event/reference/|COUNT
2462|1308216-37019292|aers_ebgm||5|1.1000000238|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2463|1308216-37019292|aers_eb05||5|0.7220000029|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2464|1308216-35707759|aers_report_count||5|26|https://open.fda.gov/drug/event/reference/|COUNT
2465|1308216-35707759|aers_ebgm||5|1.3799999952|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2466|1308216-35707759|aers_eb05||5|0.9890000224|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2467|1308216-35708202|aers_report_count||5|516|https://open.fda.gov/drug/event/reference/|COUNT
2468|1308216-35708202|aers_ebgm||5|0.6949999928|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2469|1308216-35708202|aers_eb05||5|0.6460000277|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2470|1308216-35707631|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2471|1308216-35707631|aers_ebgm||5|0.2590000033|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2472|1308216-35707631|aers_eb05||5|0.0829999968|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2473|1308216-36110782|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2474|1308216-36110782|aers_ebgm||5|0.1319999993|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2475|1308216-36110782|aers_eb05||5|0.0299999993|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2476|1308216-36617247|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2477|1308216-36617247|aers_ebgm||5|0.4620000124|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2478|1308216-36617247|aers_eb05||5|0.1049999967|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2479|1308216-36718038|aers_report_count||5|6|https://open.fda.gov/drug/event/reference/|COUNT
2480|1308216-36718038|aers_ebgm||5|0.5619999766|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2481|1308216-36718038|aers_eb05||5|0.2829999924|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2482|1308216-37119659|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2483|1308216-37119659|aers_ebgm||5|1.1699999571|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2484|1308216-37119659|aers_eb05||5|0.3740000129|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2485|1308216-35305953|aers_report_count||5|5|https://open.fda.gov/drug/event/reference/|COUNT
2486|1308216-35305953|aers_ebgm||5|2.0899999142|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2487|1308216-35305953|aers_eb05||5|0.9879999757|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2488|1308216-35708746|aers_report_count||5|10|https://open.fda.gov/drug/event/reference/|COUNT
2489|1308216-35708746|aers_ebgm||5|0.7390000224|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2490|1308216-35708746|aers_eb05||5|0.4339999855|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2491|1308216-36211097|aers_report_count||5|3|https://open.fda.gov/drug/event/reference/|COUNT
2492|1308216-36211097|aers_ebgm||5|0.3269999921|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2493|1308216-36211097|aers_eb05||5|0.126000002|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2494|1308216-36110852|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2495|1308216-36110852|aers_ebgm||5|0.7929999828|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2496|1308216-36110852|aers_eb05||5|0.1800000072|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2497|1308216-35204924|aers_report_count||5|92|https://open.fda.gov/drug/event/reference/|COUNT
2498|1308216-35204924|aers_ebgm||5|0.8870000243|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2499|1308216-35204924|aers_eb05||5|0.7450000048|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2500|1308216-35205281|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2501|1308216-35205281|aers_ebgm||5|0.5199999809|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2502|1308216-35205281|aers_eb05||5|0.1180000007|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2503|1310149-36110257|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2504|1310149-36110257|aers_ebgm||5|0.3050000072|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2505|1310149-36110257|aers_eb05||5|0.0689999983|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2506|1308216-37019287|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2507|1308216-37019287|aers_ebgm||5|1.1299999952|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2508|1308216-37019287|aers_eb05||5|0.3619999886|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2509|1310149-37119535|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2510|1310149-37119535|aers_ebgm||5|1.2300000191|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2511|1310149-37119535|aers_eb05||5|0.2790000141|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2512|1310149-35204912|aers_report_count||5|11|https://open.fda.gov/drug/event/reference/|COUNT
2513|1310149-35204912|aers_ebgm||5|0.4410000145|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2514|1310149-35204912|aers_eb05||5|0.2649999857|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2515|1310149-36211215|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2516|1310149-36211215|aers_ebgm||5|0.2590000033|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2517|1310149-36211215|aers_eb05||5|0.0829999968|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2518|1310149-36416561|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2519|1310149-36416561|aers_ebgm||5|0.9060000181|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2520|1310149-36416561|aers_eb05||5|0.2910000086|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2521|1308216-36718338|aers_report_count||5|12|https://open.fda.gov/drug/event/reference/|COUNT
2522|1308216-36718338|aers_ebgm||5|0.25|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2523|1308216-36718338|aers_eb05||5|0.1539999992|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2524|1310149-36211099|aers_report_count||5|14|https://open.fda.gov/drug/event/reference/|COUNT
2525|1310149-36211099|aers_ebgm||5|0.2419999987|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2526|1310149-36211099|aers_eb05||5|0.1539999992|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2527|1310149-35205136|aers_report_count||5|5|https://open.fda.gov/drug/event/reference/|COUNT
2528|1310149-35205136|aers_ebgm||5|1.0399999619|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2529|1310149-35205136|aers_eb05||5|0.4909999967|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2530|1310149-36110533|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2531|1310149-36110533|aers_ebgm||5|0.2809999883|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2532|1310149-36110533|aers_eb05||5|0.064000003|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2533|1308216-37119745|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2534|1308216-37119745|aers_ebgm||5|0.0480000004|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2535|1308216-37119745|aers_eb05||5|0.0109999999|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2536|1308216-35305548|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2537|1308216-35305548|aers_ebgm||5|1.8899999857|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2538|1308216-35305548|aers_eb05||5|0.6029999852|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2539|1308216-35506534|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2540|1308216-35506534|aers_ebgm||5|1.0800000429|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2541|1308216-35506534|aers_eb05||5|0.2440000027|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2542|1308216-37119540|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2543|1308216-37119540|aers_ebgm||5|0.5090000033|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2544|1308216-37119540|aers_eb05||5|0.1150000021|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2545|1308216-36416595|aers_report_count||5|89|https://open.fda.gov/drug/event/reference/|COUNT
2546|1308216-36416595|aers_ebgm||5|1.2899999619|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2547|1308216-36416595|aers_eb05||5|1.0800000429|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2548|1308216-36718391|aers_report_count||5|3|https://open.fda.gov/drug/event/reference/|COUNT
2549|1308216-36718391|aers_ebgm||5|1.4600000381|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2550|1308216-36718391|aers_eb05||5|0.5659999847|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2551|1308216-36416529|aers_report_count||5|3|https://open.fda.gov/drug/event/reference/|COUNT
2552|1308216-36416529|aers_ebgm||5|1.4199999571|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2553|1308216-36416529|aers_eb05||5|0.5479999781|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2554|1308216-37220014|aers_report_count||5|45|https://open.fda.gov/drug/event/reference/|COUNT
2555|1308216-37220014|aers_ebgm||5|0.5839999914|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2556|1308216-37220014|aers_eb05||5|0.4550000131|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2557|1308216-36110540|aers_report_count||5|6|https://open.fda.gov/drug/event/reference/|COUNT
2558|1308216-36110540|aers_ebgm||5|0.4050000012|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2559|1308216-36110540|aers_eb05||5|0.2039999962|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2560|1308216-35506790|aers_report_count||5|7|https://open.fda.gov/drug/event/reference/|COUNT
2561|1308216-35506790|aers_ebgm||5|0.4410000145|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2562|1308216-35506790|aers_eb05||5|0.2339999974|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2563|1308216-35708154|aers_report_count||5|247|https://open.fda.gov/drug/event/reference/|COUNT
2564|1308216-35708154|aers_ebgm||5|0.6809999943|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2565|1308216-35708154|aers_eb05||5|0.6119999886|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2566|1308216-36211303|aers_report_count||5|15|https://open.fda.gov/drug/event/reference/|COUNT
2567|1308216-36211303|aers_ebgm||5|0.1840000004|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2568|1308216-36211303|aers_eb05||5|0.1190000027|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2569|1308216-36211133|aers_report_count||5|2|https://open.fda.gov/drug/event/reference/|COUNT
2570|1308216-36211133|aers_ebgm||5|0.8230000138|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2571|1308216-36211133|aers_eb05||5|0.2639999986|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2572|1308216-36009859|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2573|1308216-36009859|aers_ebgm||5|0.4110000134|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2574|1308216-36009859|aers_eb05||5|0.0930000022|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2575|1308216-35708171|aers_report_count||5|308|https://open.fda.gov/drug/event/reference/|COUNT
2576|1308216-35708171|aers_ebgm||5|2.6600000858|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2577|1308216-35708171|aers_eb05||5|2.4200000763|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2578|1308216-36211129|aers_report_count||5|4|https://open.fda.gov/drug/event/reference/|COUNT
2579|1308216-36211129|aers_ebgm||5|1.2300000191|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2580|1308216-36211129|aers_eb05||5|0.5350000262|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2581|1308216-35708158|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2582|1308216-35708158|aers_ebgm||5|0.4659999907|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2583|1308216-35708158|aers_eb05||5|0.1059999987|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2584|1308216-35809320|aers_report_count||5|27|https://open.fda.gov/drug/event/reference/|COUNT
2585|1308216-35809320|aers_ebgm||5|0.7659999728|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2586|1308216-35809320|aers_eb05||5|0.55400002|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2587|1308216-36009711|aers_report_count||5|228|https://open.fda.gov/drug/event/reference/|COUNT
2588|1308216-36009711|aers_ebgm||5|1.1299999952|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2589|1308216-36009711|aers_eb05||5|1.0199999809|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
2590|1308216-36009743|aers_report_count||5|1|https://open.fda.gov/drug/event/reference/|COUNT
2591|1308216-36009743|aers_ebgm||5|1.2000000477|http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1884980/|AERS_EBGM
2592|1308216-36009743|aers_eb05||5|0.2709999979|http://www.ncbi.nlm.nih.gov/pubmed/23657824|AERS_EB05
