16123992	Antineoplastic Combined Chemotherapy Protocols	D000971	Demyelinating Diseases	D003711	16123992	Case Reports	D002363
8982034	Piperacillin	D010878	Bone Marrow Diseases	D001855	8982034	Case Reports	D002363
8982048	Tretinoin	D014212	Thrombocytosis	D013922	8982048	Case Reports	D002363
8982048	Tretinoin	D014212	Thrombocytopenia	D013921	8982048	Case Reports	D002363
8982048	Tretinoin	D014212	Pancytopenia	D010198	8982048	Case Reports	D002363
8982299	Valproic Acid	D014635	Factor X Deficiency	D005171	8982299	Case Reports	D002363
8982739	Contraceptive Agents, Female	D003271	Uterine Hemorrhage	D014592	8982739	Clinical Trial	D016430
8982739	Medroxyprogesterone Acetate	D017258	Uterine Hemorrhage	D014592	8982739	Clinical Trial	D016430
8982742	Contraceptive Agents, Female	D003271	Uterine Hemorrhage	D014592	8982742	Clinical Trial	D016430
8982742	Levonorgestrel	D016912	Uterine Hemorrhage	D014592	8982742	Clinical Trial	D016430
8982744	Contraceptive Agents, Female	D003271	Uterine Hemorrhage	D014592	8982744	Clinical Trial	D016430
8982744	Levonorgestrel	D016912	Uterine Hemorrhage	D014592	8982744	Clinical Trial	D016430
8982752	Contraceptive Agents, Female	D003271	Uterine Hemorrhage	D014592	8982752	Clinical Trial	D016430
8982752	Levonorgestrel	D016912	Uterine Hemorrhage	D014592	8982752	Clinical Trial	D016430
8982891	Anesthetics, Inhalation	D018685	Vomiting	D014839	8982891	Clinical Trial	D016430
8982891	Anesthetics, Inhalation	D018685	Nausea	D009325	8982891	Clinical Trial	D016430
8982891	Ethers	D004987	Vomiting	D014839	8982891	Clinical Trial	D016430
8982891	Ethers	D004987	Nausea	D009325	8982891	Clinical Trial	D016430
8982891	Nitrous Oxide	D009609	Vomiting	D014839	8982891	Clinical Trial	D016430
8982891	Nitrous Oxide	D009609	Nausea	D009325	8982891	Clinical Trial	D016430
8982894	Anesthesia, Spinal	D000775	Spinal Cord Compression	D013117	8982894	Case Reports	D002363
8982894	Anesthetics, Local	D000779	Spinal Cord Compression	D013117	8982894	Case Reports	D002363
8982894	Lidocaine	D008012	Spinal Cord Compression	D013117	8982894	Case Reports	D002363
8982894	Nerve Block	D009407	Spinal Cord Compression	D013117	8982894	Case Reports	D002363
8982894	Tetracaine	D013748	Spinal Cord Compression	D013117	8982894	Case Reports	D002363
8982897	Analgesics	D000700	Tremor	D014202	8982897	Case Reports	D002363
8982897	Analgesics	D000700	Tinnitus	D014012	8982897	Case Reports	D002363
8982897	Analgesics	D000700	Tachycardia	D013610	8982897	Case Reports	D002363
8982897	Analgesics	D000700	Dizziness	D004244	8982897	Case Reports	D002363
8982897	Analgesics	D000700	Confusion	D003221	8982897	Case Reports	D002363
8982897	Analgesics	D000700	Arrhythmia, Sinus	D001146	8982897	Case Reports	D002363
8982897	Anesthetics, Local	D000779	Tremor	D014202	8982897	Case Reports	D002363
8982897	Anesthetics, Local	D000779	Tinnitus	D014012	8982897	Case Reports	D002363
8982897	Anesthetics, Local	D000779	Tachycardia	D013610	8982897	Case Reports	D002363
8982897	Anesthetics, Local	D000779	Dizziness	D004244	8982897	Case Reports	D002363
8982897	Anesthetics, Local	D000779	Confusion	D003221	8982897	Case Reports	D002363
8982897	Anesthetics, Local	D000779	Arrhythmia, Sinus	D001146	8982897	Case Reports	D002363
8982897	Bupivacaine	D002045	Tremor	D014202	8982897	Case Reports	D002363
8982897	Bupivacaine	D002045	Tinnitus	D014012	8982897	Case Reports	D002363
8982897	Bupivacaine	D002045	Tachycardia	D013610	8982897	Case Reports	D002363
8982897	Bupivacaine	D002045	Dizziness	D004244	8982897	Case Reports	D002363
8982897	Bupivacaine	D002045	Confusion	D003221	8982897	Case Reports	D002363
8982897	Bupivacaine	D002045	Arrhythmia, Sinus	D001146	8982897	Case Reports	D002363
8982897	Thoracotomy	D013908	Tremor	D014202	8982897	Case Reports	D002363
8982897	Thoracotomy	D013908	Tinnitus	D014012	8982897	Case Reports	D002363
8982897	Thoracotomy	D013908	Tachycardia	D013610	8982897	Case Reports	D002363
8982897	Thoracotomy	D013908	Dizziness	D004244	8982897	Case Reports	D002363
8982897	Thoracotomy	D013908	Confusion	D003221	8982897	Case Reports	D002363
8982897	Thoracotomy	D013908	Arrhythmia, Sinus	D001146	8982897	Case Reports	D002363
8985460	Antihypertensive Agents	D000959	Cough	D003371	8985460	Case Reports	D002363
8985460	Enalapril	D004656	Cough	D003371	8985460	Case Reports	D002363
8985524	Mefloquine	D015767	Vomiting	D014839	8985524	Clinical Trial	D016430
8985818	Antiviral Agents	D000998	Agranulocytosis	D000380	8985818	Case Reports	D002363
8985818	Interferon-alpha	D016898	Agranulocytosis	D000380	8985818	Case Reports	D002363
8985849	Lipase	D008049	Diarrhea	D003967	8985849	Case Reports	D002363
8985849	Lipase	D008049	Colitis	D003092	8985849	Case Reports	D002363
8986013	Antidepressive Agents	D000928	Tremor	D014202	8986013	Clinical Trial	D016430
8986013	Antidepressive Agents	D000928	Nausea	D009325	8986013	Clinical Trial	D016430
8986013	Citalopram	D015283	Tremor	D014202	8986013	Clinical Trial	D016430
8986013	Citalopram	D015283	Nausea	D009325	8986013	Clinical Trial	D016430
8986013	Fluvoxamine	D016666	Tremor	D014202	8986013	Clinical Trial	D016430
8986013	Fluvoxamine	D016666	Nausea	D009325	8986013	Clinical Trial	D016430
8986013	Serotonin Uptake Inhibitors	D017367	Tremor	D014202	8986013	Clinical Trial	D016430
8986013	Serotonin Uptake Inhibitors	D017367	Nausea	D009325	8986013	Clinical Trial	D016430
9005529	Glucosamine	D005944	Pericarditis	D010493	9005529	Case Reports	D002363
9005529	Glucosamine	D005944	Pericardial Effusion	D010490	9005529	Case Reports	D002363
9005529	Glucosamine	D005944	Myocarditis	D009205	9005529	Case Reports	D002363
9005529	Sulfasalazine	D012460	Pericarditis	D010493	9005529	Case Reports	D002363
9005529	Sulfasalazine	D012460	Pericardial Effusion	D010490	9005529	Case Reports	D002363
9005529	Sulfasalazine	D012460	Myocarditis	D009205	9005529	Case Reports	D002363
9026843	Pentamidine	D010419	Bradycardia	D001919	9026843	Case Reports	D002363
9011169	Amoxicillin	D000658	Vulvovaginitis	D014848	9011169	Case Reports	D002363
9011169	Amoxicillin	D000658	Stomatitis	D013280	9011169	Case Reports	D002363
9011169	Amoxicillin	D000658	Pruritus	D011537	9011169	Case Reports	D002363
9011169	Amoxicillin	D000658	Edema	D004487	9011169	Case Reports	D002363
8986312	Antipsychotic Agents	D014150	Muscular Dystrophies	D009136	8986312	Case Reports	D002363
8986312	Antipsychotic Agents	D014150	Muscle Hypotonia	D009123	8986312	Case Reports	D002363
8986312	Clozapine	D003024	Muscular Dystrophies	D009136	8986312	Case Reports	D002363
8986312	Clozapine	D003024	Muscle Hypotonia	D009123	8986312	Case Reports	D002363
8986316	Antidepressive Agents, Second-Generation	D018687	Bipolar Disorder	D001714	8986316	Case Reports	D002363
8986316	Antidepressive Agents, Tricyclic	D000929	Bipolar Disorder	D001714	8986316	Case Reports	D002363
8986316	Desipramine	D003891	Bipolar Disorder	D001714	8986316	Case Reports	D002363
8986316	Triazoles	D014230	Bipolar Disorder	D001714	8986316	Case Reports	D002363
8986972	Analgesics, Opioid	D000701	Apnea	D001049	8986972	Clinical Trial	D016430
8986972	Fentanyl	D005283	Apnea	D001049	8986972	Clinical Trial	D016430
9091610	Aluminum	D000535	Seizures	D012640	9091610	Case Reports	D002363
9091610	Aluminum	D000535	Confusion	D003221	9091610	Case Reports	D002363
9091610	Aluminum	D000535	Brain Diseases	D001927	9091610	Case Reports	D002363
9091610	Aluminum Silicates	D000538	Seizures	D012640	9091610	Case Reports	D002363
9091610	Aluminum Silicates	D000538	Confusion	D003221	9091610	Case Reports	D002363
9091610	Aluminum Silicates	D000538	Brain Diseases	D001927	9091610	Case Reports	D002363
9091610	Biocompatible Materials	D001672	Seizures	D012640	9091610	Case Reports	D002363
9091610	Biocompatible Materials	D001672	Confusion	D003221	9091610	Case Reports	D002363
9091610	Biocompatible Materials	D001672	Brain Diseases	D001927	9091610	Case Reports	D002363
9091610	Bone Cements	D001843	Seizures	D012640	9091610	Case Reports	D002363
9091610	Bone Cements	D001843	Confusion	D003221	9091610	Case Reports	D002363
9091610	Bone Cements	D001843	Brain Diseases	D001927	9091610	Case Reports	D002363
9091610	Glass Ionomer Cements	D005899	Seizures	D012640	9091610	Case Reports	D002363
9091610	Glass Ionomer Cements	D005899	Confusion	D003221	9091610	Case Reports	D002363
9091610	Glass Ionomer Cements	D005899	Brain Diseases	D001927	9091610	Case Reports	D002363
9012062	Sodium Chloride Symporter Inhibitors	D049993	Hypokalemia	D007008	9012062	Case Reports	D002363
8990406	Fibrinolytic Agents	D005343	Hemorrhage	D006470	8990406	Clinical Trial	D016430
8990406	Fibrinolytic Agents	D005343	Cerebral Hemorrhage	D002543	8990406	Clinical Trial	D016430
8990406	Plasminogen Activators	D010960	Hemorrhage	D006470	8990406	Clinical Trial	D016430
8990406	Plasminogen Activators	D010960	Cerebral Hemorrhage	D002543	8990406	Clinical Trial	D016430
8990406	Recombinant Proteins	D011994	Hemorrhage	D006470	8990406	Clinical Trial	D016430
8990406	Recombinant Proteins	D011994	Cerebral Hemorrhage	D002543	8990406	Clinical Trial	D016430
8990406	Tissue Plasminogen Activator	D010959	Hemorrhage	D006470	8990406	Clinical Trial	D016430
8990406	Tissue Plasminogen Activator	D010959	Cerebral Hemorrhage	D002543	8990406	Clinical Trial	D016430
8990407	Fibrinolytic Agents	D005343	Hemorrhage	D006470	8990407	Clinical Trial	D016430
8990407	Fibrinolytic Agents	D005343	Cerebrovascular Disorders	D002561	8990407	Clinical Trial	D016430
8990407	Plasminogen Activators	D010960	Hemorrhage	D006470	8990407	Clinical Trial	D016430
8990407	Plasminogen Activators	D010960	Cerebrovascular Disorders	D002561	8990407	Clinical Trial	D016430
8990407	Recombinant Proteins	D011994	Hemorrhage	D006470	8990407	Clinical Trial	D016430
8990407	Recombinant Proteins	D011994	Cerebrovascular Disorders	D002561	8990407	Clinical Trial	D016430
8990407	Streptokinase	D013300	Hemorrhage	D006470	8990407	Clinical Trial	D016430
8990407	Streptokinase	D013300	Cerebrovascular Disorders	D002561	8990407	Clinical Trial	D016430
8990407	Tissue Plasminogen Activator	D010959	Hemorrhage	D006470	8990407	Clinical Trial	D016430
8990407	Tissue Plasminogen Activator	D010959	Cerebrovascular Disorders	D002561	8990407	Clinical Trial	D016430
8990863	Antineoplastic Combined Chemotherapy Protocols	D000971	Hepatitis B	D006509	8990863	Case Reports	D002363
8990864	Methotrexate	D008727	Liver Cirrhosis	D008103	8990864	Case Reports	D002363
8991030	Anti-Bacterial Agents	D000900	Pulmonary Eosinophilia	D011657	8991030	Case Reports	D002363
8991030	Minocycline	D008911	Pulmonary Eosinophilia	D011657	8991030	Case Reports	D002363
8991043	Fibrinolytic Agents	D005343	Eosinophilia	D004802	8991043	Case Reports	D002363
8991043	Heparin	D006493	Eosinophilia	D004802	8991043	Case Reports	D002363
9119171	Antineoplastic Agents	D000970	Hepatic Encephalopathy	D006501	9119171	Case Reports	D002363
9119171	Peptides, Cyclic	D010456	Hepatic Encephalopathy	D006501	9119171	Case Reports	D002363
9119171	Somatostatin	D013004	Hepatic Encephalopathy	D006501	9119171	Case Reports	D002363
8991155	Antineoplastic Agents	D000970	Hepatic Encephalopathy	D006501	8991155	Case Reports	D002363
8991155	Cyproterone Acetate	D017373	Hepatic Encephalopathy	D006501	8991155	Case Reports	D002363
8991157	Cyclosporine	D016572	Colitis, Ulcerative	D003093	8991157	Case Reports	D002363
8991157	Immunosuppressive Agents	D007166	Colitis, Ulcerative	D003093	8991157	Case Reports	D002363
8991158	Ranitidine	D011899	Colitis	D003092	8991158	Case Reports	D002363
9082114	Antacids	D000863	Esophagitis	D004941	9082114	Case Reports	D002363
8991237	Measles Vaccine	D008458	Fever	D005334	8991237	Clinical Trial	D016430
8991237	Viral Vaccines	D014765	Fever	D005334	8991237	Clinical Trial	D016430
9082168	Cyclophosphamide	D003520	Opportunistic Infections	D009894	9082168	Case Reports	D002363
9082168	Cyclophosphamide	D003520	Fungemia	D016469	9082168	Case Reports	D002363
9082168	Cyclophosphamide	D003520	Aspergillosis	D001228	9082168	Case Reports	D002363
9082168	Immunosuppressive Agents	D007166	Opportunistic Infections	D009894	9082168	Case Reports	D002363
9082168	Immunosuppressive Agents	D007166	Fungemia	D016469	9082168	Case Reports	D002363
9082168	Immunosuppressive Agents	D007166	Aspergillosis	D001228	9082168	Case Reports	D002363
9082168	Prednisolone	D011239	Opportunistic Infections	D009894	9082168	Case Reports	D002363
9082168	Prednisolone	D011239	Fungemia	D016469	9082168	Case Reports	D002363
9082168	Prednisolone	D011239	Aspergillosis	D001228	9082168	Case Reports	D002363
8993214	Antifungal Agents	D000935	Blindness	D001766	8993214	Case Reports	D002363
8993214	Cardiotonic Agents	D002316	Blindness	D001766	8993214	Case Reports	D002363
8993214	Digoxin	D004077	Blindness	D001766	8993214	Case Reports	D002363
8993214	Itraconazole	D017964	Blindness	D001766	8993214	Case Reports	D002363
8993963	Acetaminophen	D000082	Skin Diseases, Papulosquamous	D017444	8993963	Case Reports	D002363
8993963	Analgesics, Non-Narcotic	D018712	Skin Diseases, Papulosquamous	D017444	8993963	Case Reports	D002363
8993974	Injections, Intramuscular	D007273	Skin Ulcer	D012883	8993974	Case Reports	D002363
8993974	Injections, Intramuscular	D007273	Erythema	D004890	8993974	Case Reports	D002363
8994129	Interferon-alpha	D016898	Myasthenia Gravis	D009157	8994129	Case Reports	D002363
8994512	Allergens	D000485	Asthma	D001249	8994512	Clinical Trial	D016430
8994513	Allergens	D000485	Asthma	D001249	8994513	Clinical Trial	D016430
8994513	Methacholine Chloride	D016210	Asthma	D001249	8994513	Clinical Trial	D016430
8994533	Latex	D007840	Occupational Diseases	D009784	8994533	Case Reports	D002363
9125345	Anticonvulsants	D000927	Abnormalities, Multiple	D000015	9125345	Case Reports	D002363
9125345	Valproic Acid	D014635	Abnormalities, Multiple	D000015	9125345	Case Reports	D002363
8995038	Human Growth Hormone	D019382	Diabetes Mellitus	D003920	8995038	Case Reports	D002363
8996061	Fluorouracil	D005472	Gastrointestinal Hemorrhage	D006471	8996061	Case Reports	D002363
8996061	Fluorouracil	D005472	Duodenal Ulcer	D004381	8996061	Case Reports	D002363
8996061	Infusions, Intra-Arterial	D007261	Gastrointestinal Hemorrhage	D006471	8996061	Case Reports	D002363
8996061	Infusions, Intra-Arterial	D007261	Duodenal Ulcer	D004381	8996061	Case Reports	D002363
8996475	Carcinogens	D002273	Kidney Neoplasms	D007680	8996475	Case Reports	D002363
8996475	Carcinogens	D002273	Carcinoma, Renal Cell	D002292	8996475	Case Reports	D002363
8996475	Cyclophosphamide	D003520	Kidney Neoplasms	D007680	8996475	Case Reports	D002363
8996475	Cyclophosphamide	D003520	Carcinoma, Renal Cell	D002292	8996475	Case Reports	D002363
8996475	Immunosuppressive Agents	D007166	Kidney Neoplasms	D007680	8996475	Case Reports	D002363
8996475	Immunosuppressive Agents	D007166	Carcinoma, Renal Cell	D002292	8996475	Case Reports	D002363
8996571	Antineoplastic Agents	D000970	Hematologic Diseases	D006402	8996571	Clinical Trial	D016430
8996571	Etoposide	D005047	Hematologic Diseases	D006402	8996571	Clinical Trial	D016430
8996571	Organophosphorus Compounds	D009943	Hematologic Diseases	D006402	8996571	Clinical Trial	D016430
8996573	Antineoplastic Agents, Phytogenic	D000972	Hematologic Diseases	D006402	8996573	Clinical Trial	D016430
8996573	Antineoplastic Combined Chemotherapy Protocols	D000971	Hematologic Diseases	D006402	8996573	Clinical Trial	D016430
8996575	Antineoplastic Combined Chemotherapy Protocols	D000971	Hematologic Diseases	D006402	8996575	Clinical Trial	D016430
9081941	Amiodarone	D000638	Pigmentation Disorders	D010859	9081941	Case Reports	D002363
9081941	Amiodarone	D000638	Photosensitivity Disorders	D010787	9081941	Case Reports	D002363
9081941	Anti-Arrhythmia Agents	D000889	Pigmentation Disorders	D010859	9081941	Case Reports	D002363
9081941	Anti-Arrhythmia Agents	D000889	Photosensitivity Disorders	D010787	9081941	Case Reports	D002363
8996849	Anticonvulsants	D000927	Acidosis	D000138	8996849	Case Reports	D002363
8996849	Thiazines	D013843	Acidosis	D000138	8996849	Case Reports	D002363
8996852	Anti-Infective Agents	D000890	Phlebitis	D010689	8996852	Clinical Trial	D016430
8996852	Ceftriaxone	D002443	Phlebitis	D010689	8996852	Clinical Trial	D016430
8996852	Cephalosporins	D002511	Phlebitis	D010689	8996852	Clinical Trial	D016430
8996852	Ofloxacin	D015242	Phlebitis	D010689	8996852	Clinical Trial	D016430
8996853	Bronchodilator Agents	D001993	Headache	D006261	8996853	Clinical Trial	D016430
8996853	Theophylline	D013806	Headache	D006261	8996853	Clinical Trial	D016430
9019198	Chlorthalidone	D002752	Hypokalemia	D007008	9019198	Case Reports	D002363
9019198	Diuretics	D004232	Hypokalemia	D007008	9019198	Case Reports	D002363
9019198	Furosemide	D005665	Hypokalemia	D007008	9019198	Case Reports	D002363
9019204	Interferon-alpha	D016898	Arthritis, Psoriatic	D015535	9019204	Case Reports	D002363
9019205	Cocaine	D003042	Pancreatitis	D010195	9019205	Case Reports	D002363
8997054	Analgesics, Opioid	D000701	Pruritus	D011537	8997054	Clinical Trial	D016430
8997054	Fentanyl	D005283	Pruritus	D011537	8997054	Clinical Trial	D016430
8997054	Morphine	D009020	Pruritus	D011537	8997054	Clinical Trial	D016430
8997127	Anti-Ulcer Agents	D000897	Anemia, Hemolytic	D000743	8997127	Case Reports	D002363
8997127	Omeprazole	D009853	Anemia, Hemolytic	D000743	8997127	Case Reports	D002363
8995513	Antineoplastic Agents, Phytogenic	D000972	Nervous System Diseases	D009422	8995513	Clinical Trial	D016430
8995513	Vinblastine	D014747	Nervous System Diseases	D009422	8995513	Clinical Trial	D016430
9082191	Cannabinoids	D002186	Rhabdomyolysis	D012206	9082191	Case Reports	D002363
9082191	Cannabinoids	D002186	Ischemia	D007511	9082191	Case Reports	D002363
9082191	Cannabinoids	D002186	Heart Arrest	D006323	9082191	Case Reports	D002363
9082191	Ethanol	D000431	Rhabdomyolysis	D012206	9082191	Case Reports	D002363
9082191	Ethanol	D000431	Ischemia	D007511	9082191	Case Reports	D002363
9082191	Ethanol	D000431	Heart Arrest	D006323	9082191	Case Reports	D002363
9082191	Flunitrazepam	D005445	Rhabdomyolysis	D012206	9082191	Case Reports	D002363
9082191	Flunitrazepam	D005445	Ischemia	D007511	9082191	Case Reports	D002363
9082191	Flunitrazepam	D005445	Heart Arrest	D006323	9082191	Case Reports	D002363
9082191	Heroin	D003932	Rhabdomyolysis	D012206	9082191	Case Reports	D002363
9082191	Heroin	D003932	Ischemia	D007511	9082191	Case Reports	D002363
9082191	Heroin	D003932	Heart Arrest	D006323	9082191	Case Reports	D002363
9082191	Psychotropic Drugs	D011619	Rhabdomyolysis	D012206	9082191	Case Reports	D002363
9082191	Psychotropic Drugs	D011619	Ischemia	D007511	9082191	Case Reports	D002363
9082191	Psychotropic Drugs	D011619	Heart Arrest	D006323	9082191	Case Reports	D002363
